fact_id,source_id,status,claim,source_url,appears_in,tested_by,supporting_quote,checked_by,checked_at,notes,pre_check,fact_check,fact_check_evidence,weak_evidence
"fact.animals.mora_estimate","source.plosbio_mora_species_2011","unverified","In 2011, Camilo Mora and colleagues estimated about 8.7 million species of eukaryotes on Earth, give or take 1.3 million, of which about 7.77 million (about 7.8 million) are animals.","https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1001127","L2 card.animals.002.c3","L2 question.animals.002.q2; L4 question.animals.004.q3; L10 question.animals.010.q4","","","","","","corroborated","ScienceDaily (2011 release on the study): about 8.7 million species, give or take 1.3 million, including about 7.77 million animal species. (https://www.sciencedaily.com/releases/2011/08/110823180459.htm https://pubmed.ncbi.nlm.nih.gov/21886479/)",""
"fact.animals.mora_method","source.plosbio_mora_species_2011","unverified","Mora and colleagues found a steady numerical relationship between counts of the better-known higher groups in classification and the number of species, and used it to predict species numbers.","https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1001127","L2 card.animals.002.c3","L2 question.animals.002.q2; L4 question.animals.004.q3; L10 question.animals.010.q4","","","","","","corroborated","ScienceDaily: the team found ""reliable numerical relationships between the more complete higher taxonomic levels and the species level"". (https://www.sciencedaily.com/releases/2011/08/110823180459.htm)","one-page"
"fact.animals.mora_undescribed","source.plosbio_mora_species_2011","unverified","By the 2011 Mora estimate, about 86 percent of species on land and 91 percent in the ocean are still undescribed, and describing them all the traditional way could take up to 1,200 years and more than 300,000 taxonomists.","https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1001127","L2 card.animals.002.c4","","","","","","","corroborated","ScienceDaily: 86% of land species and 91% of sea species await description; describing them could need up to 1,200 years and more than 300,000 taxonomists. (https://www.sciencedaily.com/releases/2011/08/110823180459.htm https://www.vliz.be/imisdocs/publications/311169.pdf)",""
"fact.animals.vertebrate_backbone_def","source.brit_vertebrate","unverified","Vertebrates have a backbone (vertebral column), made of vertebrae, which partly encloses the central nervous system, including the spinal cord.","https://www.britannica.com/animal/vertebrate","L3 card.animals.003.c2; L50 card.animals.050.c1; L50 card.animals.050.c2; L83 card.animals.083.c2","L3 question.animals.003.q1; L5 question.animals.005.q3; L50 question.animals.050.q1; L50 question.animals.050.q7; L83 question.animals.083.q3; L91 question.animals.091.q3","","","","","","corroborated","EBSCO Research Starters: the backbone is composed of vertebrae, which protect the spinal cord; Science News Explores defines vertebrates as animals with backbones. (https://www.ebsco.com/research-starters/zoology/vertebrates/ https://www.snexplores.org/article/scientists-say-vertebrate-definition-pronunciation)",""
"fact.animals.vertebrate_share","source.iucn_redlist_table1a_2025","unverified","In the IUCN Red List's 2025 table, about 76,000 of roughly 1.55 million described animal species are vertebrates: roughly 1 in 20, leaving about 95 percent invertebrates.","https://nc.iucnredlist.org/redlist/content/attachment_files/2025-1_RL_Table_1a.pdf","L3 card.animals.003.c1; L3 card.animals.003.c4","L3 question.animals.003.q3; L100 question.animals.100.q2","","","","","","corroborated","Britannica (Vertebrate): more than 76,000 living species; Britannica (Invertebrate): more than 90 percent of living animal species are invertebrates; Wikipedia cites IUCN for over 95%. (https://www.britannica.com/animal/vertebrate https://www.britannica.com/animal/invertebrate https://en.wikipedia.org/wiki/Invertebrate)",""
"fact.animals.invertebrate_def","source.brit_invertebrate","unverified","An invertebrate is any animal without a backbone; more than 90 percent of all living animal species are invertebrates.","https://www.britannica.com/animal/invertebrate","L3 card.animals.003.c3; L3 card.animals.003.c4; L60 card.animals.060.c4","L3 question.animals.003.q2; L3 question.animals.003.q3; L51 question.animals.051.q3; L56 question.animals.056.q3; L58 question.animals.058.q3; L100 question.animals.100.q2","","","","","","corroborated","AMNH Ology: an invertebrate is an animal without a backbone; IUCN Table 1a (2025) lists about 1.47 million of 1.55 million described animals as invertebrates. (https://www.amnh.org/explore/ology/ology-cards/188-invertebrate https://nc.iucnredlist.org/redlist/content/attachment_files/2025-1_RL_Table_1a.pdf)",""
"fact.animals.invertebrate_exoskeleton","source.brit_invertebrate","unverified","Many invertebrates, including most mollusks, crustaceans and insects, have a hard outer skeleton that protects the body and gives muscles something to attach to.","https://www.britannica.com/animal/invertebrate","L3 card.animals.003.c3; L51 card.animals.051.c3","L3 question.animals.003.q2; L51 question.animals.051.q3; L56 question.animals.056.q3; L58 question.animals.058.q3","","","","","","corroborated","Britannica Kids (Exoskeleton) and San Diego Zoo (Arthropods): insects and crustaceans wear a hard external skeleton that protects and supports the body and anchors muscles. (https://kids.britannica.com/kids/article/exoskeleton/399448 https://animals.sandiegozoo.org/animals/arthropods)",""
"fact.animals.linnaeus_binomial","source.brit_linnaeus","unverified","Carl Linnaeus replaced long descriptive phrase names with two-part names, the genus followed by the species; he named humans Homo sapiens, and his system is internationally accepted among biologists.","https://www.britannica.com/biography/Carolus-Linnaeus","L4 card.animals.004.c2","L4 question.animals.004.q1; L4 question.animals.004.q2; L18 question.animals.018.q3","","","","","","corroborated","Harvard Museum of Natural History / Ernst Mayr Library and the Chicago Academy of Sciences: Linnaeus's binomial (genus plus species) replaced confusing common and descriptive names. (https://library.mcz.harvard.edu/blog/what%E2%80%99s-name-launched-harvard-museum-natural-history https://www.sdnhm.org/blog/blog_details/carl-linnaeus-the-man-who-classified-us-homo-sapiens/121/)","weak-pages"
"fact.animals.linnaeus_binomial","source.brit_taxonomy","unverified","Carl Linnaeus replaced long descriptive phrase names with two-part names, the genus followed by the species; he named humans Homo sapiens, and his system is internationally accepted among biologists.","https://www.britannica.com/science/taxonomy","L4 card.animals.004.c2","L4 question.animals.004.q1; L4 question.animals.004.q2; L18 question.animals.018.q3","","","","","","corroborated","Harvard Museum of Natural History / Ernst Mayr Library and the Chicago Academy of Sciences: Linnaeus's binomial (genus plus species) replaced confusing common and descriptive names. (https://library.mcz.harvard.edu/blog/what%E2%80%99s-name-launched-harvard-museum-natural-history https://www.sdnhm.org/blog/blog_details/carl-linnaeus-the-man-who-classified-us-homo-sapiens/121/)","weak-pages"
"fact.animals.robin_names","source.brit_robin","unverified","The American robin (Turdus migratorius, about 25 cm long) and the European robin (Erithacus rubecula, about 14 cm long) are different birds; colonists named the American one robin because its breast colour resembled the European robin's.","https://www.britannica.com/animal/robin","L4 card.animals.004.c1; L4 card.animals.004.c2","L4 question.animals.004.q1; L4 question.animals.004.q2; L18 question.animals.018.q3","","","","","","corroborated","Harvard Museum of Natural History library blog: a robin in the United States is a completely different bird from a robin in Europe; Britannica (Taxonomy) gives both scientific names. (https://library.mcz.harvard.edu/blog/what%E2%80%99s-name-launched-harvard-museum-natural-history https://www.britannica.com/science/taxonomy)",""
"fact.animals.robin_names","source.brit_taxonomy","unverified","The American robin (Turdus migratorius, about 25 cm long) and the European robin (Erithacus rubecula, about 14 cm long) are different birds; colonists named the American one robin because its breast colour resembled the European robin's.","https://www.britannica.com/science/taxonomy","L4 card.animals.004.c1; L4 card.animals.004.c2","L4 question.animals.004.q1; L4 question.animals.004.q2; L18 question.animals.018.q3","","","","","","corroborated","Harvard Museum of Natural History library blog: a robin in the United States is a completely different bird from a robin in Europe; Britannica (Taxonomy) gives both scientific names. (https://library.mcz.harvard.edu/blog/what%E2%80%99s-name-launched-harvard-museum-natural-history https://www.britannica.com/science/taxonomy)",""
"fact.animals.systema_1758","source.brit_linnaeus","unverified","The 10th edition of Linnaeus's Systema Naturae (1758) is the starting point of zoological nomenclature, as Species Plantarum (1753) is for plant names.","https://www.britannica.com/biography/Carolus-Linnaeus","L4 card.animals.004.c3; L11 card.animals.011.c1","L81 question.animals.081.q3","","","","","","corroborated","ICZN FAQ: 1 January 1758 is the starting point of zoological nomenclature, the date assigned to the 10th edition of Systema Naturae. (https://www.iczn.org/outreach/faqs/ https://code.iczn.org/introduction/)",""
"fact.animals.linnaeus_ranks","source.brit_linnaeus","unverified","Linnaeus sorted living things into ranks including kingdom, class, order, genus and species; biologists added more ranks later.","https://www.britannica.com/biography/Carolus-Linnaeus","L4 card.animals.004.c4","L4 question.animals.004.q3; L6 question.animals.006.q3; L12 question.animals.012.q1","","","","","","corroborated","Britannica (Taxonomy) and the San Diego Natural History Museum describe Linnaeus's nested hierarchy of kingdom, class, order, genus and species. (https://www.britannica.com/science/taxonomy https://www.sdnhm.org/blog/blog_details/carl-linnaeus-the-man-who-classified-us-homo-sapiens/121/)",""
"fact.animals.taxonomy_ranks_modern","source.brit_taxonomy","unverified","The main ranks of classification today, from broadest to most specific, are domain, kingdom, phylum, class, order, family, genus and species.","https://www.britannica.com/science/taxonomy","L4 card.animals.004.c4","L4 question.animals.004.q3; L6 question.animals.006.q3; L12 question.animals.012.q1","","","","","","corroborated","AMNH (Museum Taxonomy) and CK-12 list the same nested ranks from domain or kingdom down to genus and species. (https://www.amnh.org/explore/videos/shelf-life/museum-taxonomy https://en.wikipedia.org/wiki/Taxonomic_rank)",""
"fact.animals.panthera_genus","source.brit_panthera","unverified","Lions, tigers, leopards and jaguars all belong to the genus Panthera: the leopard is Panthera pardus and the tiger Panthera tigris.","https://www.britannica.com/animal/Panthera","L4 card.animals.004.c4; L12 card.animals.012.c2","L4 question.animals.004.q3; L6 question.animals.006.q3; L12 question.animals.012.q1","","","","","","corroborated","Smithsonian National Zoo lists the tiger as Panthera tigris and the lion as Panthera leo; Wikipedia (Panthera) lists lion, tiger, leopard, jaguar and snow leopard. (https://nationalzoo.si.edu/animals/tiger https://en.wikipedia.org/wiki/Panthera)",""
"fact.animals.panthera_genus","source.natgeo_carnivore","unverified","Lions, tigers, leopards and jaguars all belong to the genus Panthera: the leopard is Panthera pardus and the tiger Panthera tigris.","https://education.nationalgeographic.org/resource/carnivore/","L4 card.animals.004.c4; L12 card.animals.012.c2","L4 question.animals.004.q3; L6 question.animals.006.q3; L12 question.animals.012.q1","","","","","","corroborated","Smithsonian National Zoo lists the tiger as Panthera tigris and the lion as Panthera leo; Wikipedia (Panthera) lists lion, tiger, leopard, jaguar and snow leopard. (https://nationalzoo.si.edu/animals/tiger https://en.wikipedia.org/wiki/Panthera)",""
"fact.animals.heat_terms_misleading","source.brit_dinosaur_body_temperature","unverified","The terms warm-blooded and cold-blooded are imprecise and misleading: some cold-blooded lizards have higher normal body temperatures than some mammals.","https://www.britannica.com/animal/dinosaur/Body-temperature","L5 card.animals.005.c1","","","","","","","corroborated","Foul and Loathsome (eCampusOntario open textbook): a lizard basking in the sun can have a body temperature equal to or higher than a mammal's; Wikipedia (Warm-blooded) calls the terms imprecise. (https://ecampusontario.pressbooks.pub/foulandloathsome/chapter/body-temperature-and-thermoregulation/ https://en.wikipedia.org/wiki/Warm-blooded)",""
"fact.animals.endo_ecto_def","source.brit_dinosaur_body_temperature","unverified","Endothermy and ectothermy describe whether most of an animal's heat is generated by internal processes (endo-, inside) or absorbed from the environment (ecto-, outside).","https://www.britannica.com/animal/dinosaur/Body-temperature","L5 card.animals.005.c2; L61 card.animals.061.c2","L5 question.animals.005.q1; L5 question.animals.005.q3; L10 question.animals.010.q3; L11 question.animals.011.q3; L21 question.animals.021.q3; L36 question.animals.036.q3; L41 question.animals.041.q3; L50 question.animals.050.q5; L61 question.animals.061.q3; L69 question.animals.069.q3; L99 question.animals.099.q3","","","","","","corroborated","Britannica (Endotherm) and the eCampusOntario textbook: endotherms generate internal heat; ectotherms use external sources such as the sun. (https://www.britannica.com/science/endotherm https://ecampusontario.pressbooks.pub/foulandloathsome/chapter/body-temperature-and-thermoregulation/)",""
"fact.animals.warm_blooded_temps","source.brit_warm_bloodedness","unverified","Birds and mammals keep a relatively constant internal temperature whatever the weather: about 37 °C for mammals and about 40 °C for birds.","https://www.britannica.com/science/warm-bloodedness","L5 card.animals.005.c2; L5 card.animals.005.c4; L10 card.animals.010.c2; L11 card.animals.011.c2; L21 card.animals.021.c3; L50 card.animals.050.c2; L61 card.animals.061.c2","L5 question.animals.005.q1; L5 question.animals.005.q3; L10 question.animals.010.q3; L11 question.animals.011.q3; L21 question.animals.021.q3; L36 question.animals.036.q3; L41 question.animals.041.q3; L50 question.animals.050.q5; L61 question.animals.061.q3; L69 question.animals.069.q3; L99 question.animals.099.q3","","","","","","corroborated","Britannica (Endotherm): birds and mammals regulate core temperature independently of surroundings; ScienceDirect overview: mammals regulate at about 37 °C. (https://www.britannica.com/science/endotherm https://www.sciencedirect.com/topics/veterinary-science-and-veterinary-medicine/endotherm)",""
"fact.animals.cold_blooded_groups","source.brit_cold_bloodedness","unverified","Fishes, amphibians, reptiles and invertebrates are cold-blooded (ectotherms): their body temperature varies with their surroundings, though they can control it somewhat by behavior such as basking.","https://www.britannica.com/science/cold-bloodedness","L5 card.animals.005.c2; L5 card.animals.005.c3; L10 card.animals.010.c2; L10 card.animals.010.c3; L31 card.animals.031.c4; L40 card.animals.040.c2; L41 card.animals.041.c4; L50 card.animals.050.c2","L5 question.animals.005.q1; L5 question.animals.005.q3; L10 question.animals.010.q3; L11 question.animals.011.q3; L21 question.animals.021.q3; L31 question.animals.031.q3; L36 question.animals.036.q3; L41 question.animals.041.q3; L50 question.animals.050.q5; L61 question.animals.061.q3; L69 question.animals.069.q3; L99 question.animals.099.q3; L100 question.animals.100.q3","","","","","","corroborated","IFAW (Which animals are warm-blooded?): only mammals and birds are warm-blooded; eCampusOntario textbook: amphibians and reptiles are ectotherms. (https://www.ifaw.org/international/journal/warm-blooded-animals https://ecampusontario.pressbooks.pub/foulandloathsome/chapter/body-temperature-and-thermoregulation/)",""
"fact.animals.reptile_behavioral_heat","source.brit_why_reptiles_cold_blooded","unverified","Reptiles absorb heat by basking in the sun or lying on warm surfaces, and they move between sun and shade or change body position to control how much heat they gain or lose.","https://www.britannica.com/science/Why-Are-Reptiles-Cold-Blooded","L5 card.animals.005.c3; L31 card.animals.031.c4","L31 question.animals.031.q3; L100 question.animals.100.q3","","","","","","corroborated","Britannica (Cold-bloodedness): cold-blooded animals control body temperature by behavior such as basking; RSPCA Knowledgebase: reptiles move between warm and cool spots. (https://www.britannica.com/science/cold-bloodedness https://kb.rspca.org.au/categories/companion-animals/other-pets/reptiles/are-reptiles-cold-blooded)",""
"fact.animals.reptile_less_food","source.brit_why_reptiles_cold_blooded","unverified","Because reptiles do not keep a constant internal temperature, they have a low metabolic rate, need less food than warm-blooded animals of similar size, and can survive long periods without eating.","https://www.britannica.com/science/Why-Are-Reptiles-Cold-Blooded","L5 card.animals.005.c4; L27 card.animals.027.c3; L64 card.animals.064.c2","L5 question.animals.005.q2; L27 question.animals.027.q3; L64 question.animals.064.q3","","","","","","corroborated","RSPCA Knowledgebase: a reptile's metabolic rate can be a small fraction of a similar-sized mammal's, so its food needs are lower; many ectotherms can go months without food. (https://kb.rspca.org.au/categories/companion-animals/other-pets/reptiles/are-reptiles-cold-blooded https://people.fmarion.edu/pking/vertphys/metabolism.html)",""
"fact.animals.herbivore_def","source.natgeo_herbivore","unverified","A herbivore feeds mostly on plants; herbivores range from aphids to elephants, and many herbivorous mammals have wide molars that grind leaves and grasses.","https://education.nationalgeographic.org/resource/herbivore/","L6 card.animals.006.c2; L6 card.animals.006.c3","L6 question.animals.006.q1; L6 question.animals.006.q2; L7 question.animals.007.q3; L8 question.animals.008.q3; L10 question.animals.010.q2; L12 question.animals.012.q3; L13 question.animals.013.q3; L82 question.animals.082.q3; L94 question.animals.094.q3","","","","","","corroborated","Britannica (Herbivore): herbivores eat plants and have teeth adapted for grinding plant material. (https://www.britannica.com/animal/herbivore https://en.wikipedia.org/wiki/Herbivore)",""
"fact.animals.carnivore_def","source.natgeo_carnivore","unverified","A carnivore eats mostly meat; carnivorous mammals have strong jaws and long, sharp teeth to grab and rip apart prey, and all cats, from house cats to tigers, must eat meat.","https://education.nationalgeographic.org/resource/carnivore/","L6 card.animals.006.c2; L6 card.animals.006.c3","L6 question.animals.006.q1; L6 question.animals.006.q2; L7 question.animals.007.q3; L8 question.animals.008.q3; L10 question.animals.010.q2; L12 question.animals.012.q3; L13 question.animals.013.q3; L82 question.animals.082.q3; L94 question.animals.094.q3","","","","","","corroborated","Britannica (Carnivore) and Smithsonian National Zoo (tiger): meat-eaters have sharp teeth for seizing and tearing prey; cats are obligate carnivores. (https://www.britannica.com/animal/carnivore-animal https://nationalzoo.si.edu/animals/tiger)",""
"fact.animals.omnivore_def","source.natgeo_omnivore","unverified","An omnivore regularly eats both plants and animals, as bears, raccoons and humans do (bears eat berries, mushrooms and animals such as salmon); a raccoon has sharp front teeth for ripping apart mice and large molars for chewing plants, and omnivores can switch foods if one runs out.","https://education.nationalgeographic.org/resource/omnivore/","L6 card.animals.006.c2; L6 card.animals.006.c3; L7 card.animals.007.c4; L47 card.animals.047.c4","L6 question.animals.006.q1; L6 question.animals.006.q2; L7 question.animals.007.q3; L8 question.animals.008.q3; L10 question.animals.010.q2; L12 question.animals.012.q3; L13 question.animals.013.q3; L82 question.animals.082.q3; L94 question.animals.094.q3","","","","","","corroborated","Britannica (Omnivore): omnivores eat both plant and animal matter, examples including bears, raccoons and humans. (https://www.britannica.com/science/omnivore https://en.wikipedia.org/wiki/Omnivore)",""
"fact.animals.panda_order_diet","source.smithsonian_zoo_giant_panda","unverified","The giant panda is a mammal in the order Carnivora and the bear family, with a digestive system more like a carnivore's, yet bamboo makes up most of its diet.","https://nationalzoo.si.edu/animals/giant-panda","L6 card.animals.006.c1; L6 card.animals.006.c4; L10 card.animals.010.c2","L6 question.animals.006.q3","","","","","","corroborated","National Geographic Education (Herbivore) lists pandas eating bamboo as specialized herbivores; WWF: bamboo makes up about 99 percent of a panda's diet. (https://education.nationalgeographic.org/resource/herbivore/ https://www.worldwildlife.org/species/giant-panda)",""
"fact.animals.panda_order_diet","source.brit_giant_panda","unverified","The giant panda is a mammal in the order Carnivora and the bear family, with a digestive system more like a carnivore's, yet bamboo makes up most of its diet.","https://www.britannica.com/animal/giant-panda","L6 card.animals.006.c1; L6 card.animals.006.c4; L10 card.animals.010.c2","L6 question.animals.006.q3","","","","","","corroborated","National Geographic Education (Herbivore) lists pandas eating bamboo as specialized herbivores; WWF: bamboo makes up about 99 percent of a panda's diet. (https://education.nationalgeographic.org/resource/herbivore/ https://www.worldwildlife.org/species/giant-panda)",""
"fact.animals.panda_bamboo_volume","source.smithsonian_zoo_giant_panda","unverified","A giant panda cannot digest cellulose, the main material of bamboo, so it eats 70 to 100 pounds of bamboo a day and spends up to 16 hours a day eating.","https://nationalzoo.si.edu/animals/giant-panda","L6 card.animals.006.c1; L6 card.animals.006.c4; L92 card.animals.092.c4","L6 question.animals.006.q3","","","","","","corroborated","Britannica and the Smithsonian National Zoo agree: up to 16 hours a day feeding, and a carnivore-like gut unable to digest cellulose passes huge amounts of bamboo. (https://www.britannica.com/animal/giant-panda https://nationalzoo.si.edu/animals/giant-panda)",""
"fact.animals.panda_bamboo_volume","source.brit_giant_panda","unverified","A giant panda cannot digest cellulose, the main material of bamboo, so it eats 70 to 100 pounds of bamboo a day and spends up to 16 hours a day eating.","https://www.britannica.com/animal/giant-panda","L6 card.animals.006.c1; L6 card.animals.006.c4; L92 card.animals.092.c4","L6 question.animals.006.q3","","","","","","corroborated","Britannica and the Smithsonian National Zoo agree: up to 16 hours a day feeding, and a carnivore-like gut unable to digest cellulose passes huge amounts of bamboo. (https://www.britannica.com/animal/giant-panda https://nationalzoo.si.edu/animals/giant-panda)",""
"fact.animals.producers_photosynthesis","source.natgeo_food_chain","unverified","Producers (autotrophs) make their own food and form the first level of every food chain; nearly all do it by photosynthesis, from sunlight, carbon dioxide and water.","https://education.nationalgeographic.org/resource/food-chain/","L7 card.animals.007.c2; L43 card.animals.043.c2","L7 question.animals.007.q1; L43 question.animals.043.q3; L52 question.animals.052.q3; L57 question.animals.057.q3; L86 question.animals.086.q3; L95 question.animals.095.q3","","","","","","corroborated","National Geographic Education (Heterotrophs) and CK-12: autotrophs such as plants make food by photosynthesis and form the base of food chains. (https://education.nationalgeographic.org/resource/heterotrophs/ https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.17/primary/lesson/autotrophs-and-heterotrophs-bio/)",""
"fact.animals.consumer_levels","source.natgeo_food_chain","unverified","Primary consumers (herbivores) eat producers, secondary consumers eat the herbivores, tertiary consumers eat the secondary consumers, and apex predators sit at the top.","https://education.nationalgeographic.org/resource/food-chain/","L7 card.animals.007.c2; L7 card.animals.007.c4; L8 card.animals.008.c4; L86 card.animals.086.c4","L7 question.animals.007.q1; L7 question.animals.007.q3; L43 question.animals.043.q3; L47 question.animals.047.q3; L52 question.animals.052.q3; L57 question.animals.057.q3; L86 question.animals.086.q3; L95 question.animals.095.q3","","","","","","corroborated","National Geographic Education (Herbivore) calls herbivores primary consumers at the second trophic level; Britannica (Trophic level) describes the same sequence. (https://education.nationalgeographic.org/resource/herbivore/ https://www.britannica.com/science/trophic-level)",""
