fact_id,source_id,status,claim,source_url,appears_in,tested_by,supporting_quote,checked_by,checked_at,notes,pre_check,fact_check,fact_check_evidence,weak_evidence
"fact.ancient_egypt.egypt_little_rain","source.brit_nile_climate","unverified","Egypt gets very little rain: a little over an inch a year at Cairo and less than an inch in Upper Egypt.","https://www.britannica.com/place/Nile-River/Climate-and-hydrology","L2 card.ancient_egypt.002.c1","","","","","","","corroborated","Climate summaries: rainfall decreases southward from about eight inches on the coast to a little over an inch at Cairo; Aswan and the south are almost rainless. (https://www.climatestotravel.com/climate/egypt https://en.climate-data.org/africa/egypt-143/)",""
"fact.ancient_egypt.nile_flood_ethiopia_rains","source.met_egypt_educators","unverified","The Nile flooded Egypt each year, roughly from July to October, because of heavy summer monsoon rains far to the south in Ethiopia.","https://resources.metmuseum.org/resources/metpublications/pdf/The_Art_of_Ancient_Egypt_A_Resource_for_Educators.pdf","L2 card.ancient_egypt.002.c2; L10 card.ancient_egypt.010.c3","L2 question.ancient_egypt.002.q3; L10 question.ancient_egypt.010.q5","","","","","","corroborated","Nature Communications: the Nile summer flood, driven by monsoon rainfall in the Ethiopian highlands, peaked August to September and receded by the end of October. (https://www.nature.com/articles/s41467-017-00957-y https://www.livius.org/articles/place/nile/)",""
"fact.ancient_egypt.nile_flood_ethiopia_rains","source.brit_nile_climate","unverified","The Nile flooded Egypt each year, roughly from July to October, because of heavy summer monsoon rains far to the south in Ethiopia.","https://www.britannica.com/place/Nile-River/Climate-and-hydrology","L2 card.ancient_egypt.002.c2; L10 card.ancient_egypt.010.c3","L2 question.ancient_egypt.002.q3; L10 question.ancient_egypt.010.q5","","","","","","corroborated","Nature Communications: the Nile summer flood, driven by monsoon rainfall in the Ethiopian highlands, peaked August to September and receded by the end of October. (https://www.nature.com/articles/s41467-017-00957-y https://www.livius.org/articles/place/nile/)",""
"fact.ancient_egypt.nile_flood_blue_nile","source.brit_nile_climate","unverified","The Blue Nile, which rises in the Ethiopian highlands, plays the biggest part in bringing the Nile flood to Egypt.","https://www.britannica.com/place/Nile-River/Climate-and-hydrology","L2 card.ancient_egypt.002.c2","L2 question.ancient_egypt.002.q3","","","","","","corroborated","National Geographic Education: the Blue Nile supplies most of the water that flows into the Nile; Wikipedia: the Blue Nile rises at Lake Tana in Ethiopia and supplies about 85.6% of the Nile's water in the rainy season. (https://education.nationalgeographic.org/resource/nile-river/ https://en.wikipedia.org/wiki/Blue_Nile)",""
"fact.ancient_egypt.nile_flood_blue_nile","source.carnegie_egypt_nile","unverified","The Blue Nile, which rises in the Ethiopian highlands, plays the biggest part in bringing the Nile flood to Egypt.","https://carnegiemnh.org/egypt-and-the-nile/","L2 card.ancient_egypt.002.c2","L2 question.ancient_egypt.002.q3","","","","","","corroborated","National Geographic Education: the Blue Nile supplies most of the water that flows into the Nile; Wikipedia: the Blue Nile rises at Lake Tana in Ethiopia and supplies about 85.6% of the Nile's water in the rainy season. (https://education.nationalgeographic.org/resource/nile-river/ https://en.wikipedia.org/wiki/Blue_Nile)",""
"fact.ancient_egypt.nile_flood_silt","source.natgeo_nile_flooding","unverified","As the flood drained away it left dark, fertile silt on the fields, a natural fertilizer that let Egypt support a dense population and prosperous cities.","https://www.nationalgeographic.com/history/article/nile-flooding-ancient-egypt","L2 card.ancient_egypt.002.c3; L2 card.ancient_egypt.002.c1; L3 card.ancient_egypt.003.c2; L10 card.ancient_egypt.010.c3; L88 card.ancient_egypt.088.c4","L2 question.ancient_egypt.002.q1; L3 question.ancient_egypt.003.q3; L10 question.ancient_egypt.010.q5; L88 question.ancient_egypt.088.q3","","","","","","corroborated","National Geographic Education: rich soil along the Nile thanks to annual flooding that deposits silt; Carnegie Museum: the floodplain, water and silt provided the foundation for civilization. (https://education.nationalgeographic.org/resource/nile-river/ https://carnegiemnh.org/egypt-and-the-nile/)",""
"fact.ancient_egypt.nile_flood_too_low_high","source.natgeo_nile_flooding","unverified","A flood that was too low left some fields dry and could bring hunger; a flood that was too high could wipe out villages.","https://www.nationalgeographic.com/history/article/nile-flooding-ancient-egypt","L2 card.ancient_egypt.002.c3; L14 card.ancient_egypt.014.c3","L2 question.ancient_egypt.002.q1; L3 question.ancient_egypt.003.q3; L10 question.ancient_egypt.010.q5; L88 question.ancient_egypt.088.q3","","","","","","corroborated","Archaeology magazine: an insufficient flood meant water did not reach all arable land, often resulting in famine; overflooding could destroy infrastructure. (https://archaeology.org/issues/march-april-2023/collection/egypt-thmuis-nilometer/the-ancient-promise-of-water/)","one-page"
"fact.ancient_egypt.nile_flood_gift_of_gods","source.met_egypt_educators","unverified","Egyptians believed the flood was a gift of the gods; if it was too great or too small, they blamed an angry river or a king who had neglected his duties, not the weather far to the south.","https://resources.metmuseum.org/resources/metpublications/pdf/The_Art_of_Ancient_Egypt_A_Resource_for_Educators.pdf","L2 card.ancient_egypt.002.c4; L31 card.ancient_egypt.031.c2","L2 question.ancient_egypt.002.q2; L2 question.ancient_egypt.002.q3; L11 question.ancient_egypt.011.q3; L31 question.ancient_egypt.031.q3; L44 question.ancient_egypt.044.q3; L56 question.ancient_egypt.056.q3; L84 question.ancient_egypt.084.q3; L100 question.ancient_egypt.100.q9","","","","","","corroborated","National Geographic: Egyptians attributed the river's rise to the god Hapy, whose yearly arrival was celebrated; the flood was anxiously awaited and deeply revered. (https://www.nationalgeographic.com/history/article/nile-flooding-ancient-egypt)","one-page"
"fact.ancient_egypt.herodotus_gift_of_river","source.perseus_herodotus_histories","unverified","The Greek historian Herodotus, who visited Egypt in the 5th century BCE, called the Egypt the Greeks sailed to ‘the gift of the river’ (usually quoted as ‘the gift of the Nile’), meaning land built up by the Nile.","https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.01.0126:book=2:chapter=5","L2 card.ancient_egypt.002.c4; L56 card.ancient_egypt.056.c4; L75 card.ancient_egypt.075.c4; L84 card.ancient_egypt.084.c3; L98 card.ancient_egypt.098.c2","L2 question.ancient_egypt.002.q2; L2 question.ancient_egypt.002.q3; L11 question.ancient_egypt.011.q3; L31 question.ancient_egypt.031.q3; L44 question.ancient_egypt.044.q3; L56 question.ancient_egypt.056.q3; L84 question.ancient_egypt.084.q3; L100 question.ancient_egypt.100.q9","","","","","","corroborated","Herodotus Histories 2.5: the Egypt to which the Greeks sail is land acquired by the Egyptians, the gift of the river; Herodotus's account of Egypt dates to the 450s BCE. (https://lexundria.com/hdt/2.5/mcly https://en.wikisource.org/wiki/The_History_of_Herodotus_(Rawlinson)/Book_2)",""
"fact.ancient_egypt.herodotus_gift_of_river","source.carnegie_egypt_nile","unverified","The Greek historian Herodotus, who visited Egypt in the 5th century BCE, called the Egypt the Greeks sailed to ‘the gift of the river’ (usually quoted as ‘the gift of the Nile’), meaning land built up by the Nile.","https://carnegiemnh.org/egypt-and-the-nile/","L2 card.ancient_egypt.002.c4; L56 card.ancient_egypt.056.c4; L75 card.ancient_egypt.075.c4; L84 card.ancient_egypt.084.c3; L98 card.ancient_egypt.098.c2","L2 question.ancient_egypt.002.q2; L2 question.ancient_egypt.002.q3; L11 question.ancient_egypt.011.q3; L31 question.ancient_egypt.031.q3; L44 question.ancient_egypt.044.q3; L56 question.ancient_egypt.056.q3; L84 question.ancient_egypt.084.q3; L100 question.ancient_egypt.100.q9","","","","","","corroborated","Herodotus Histories 2.5: the Egypt to which the Greeks sail is land acquired by the Egyptians, the gift of the river; Herodotus's account of Egypt dates to the 450s BCE. (https://lexundria.com/hdt/2.5/mcly https://en.wikisource.org/wiki/The_History_of_Herodotus_(Rawlinson)/Book_2)",""
"fact.ancient_egypt.kemet_black_land","source.natgeo_nile_flooding","unverified","Egyptians called their country Kemet, ‘the black land,’ after the dark, fertile silt of the Nile valley.","https://www.nationalgeographic.com/history/article/nile-flooding-ancient-egypt","L3 card.ancient_egypt.003.c1; L3 card.ancient_egypt.003.c2; L10 card.ancient_egypt.010.c3","L3 question.ancient_egypt.003.q1; L3 question.ancient_egypt.003.q3; L4 question.ancient_egypt.004.q3; L10 question.ancient_egypt.010.q3; L100 question.ancient_egypt.100.q2","","","","","","corroborated","National Geographic: Egypt was known as Kemet, 'black land', after the dark fertile silt of the flood; Wikipedia: Deshret was the Red Land either side of Kemet (Black Land), the fertile Nile basin. (https://www.nationalgeographic.com/history/article/nile-flooding-ancient-egypt https://en.wikipedia.org/wiki/Deshret)",""
"fact.ancient_egypt.kemet_black_land","source.carnegie_egypt_nile","unverified","Egyptians called their country Kemet, ‘the black land,’ after the dark, fertile silt of the Nile valley.","https://carnegiemnh.org/egypt-and-the-nile/","L3 card.ancient_egypt.003.c1; L3 card.ancient_egypt.003.c2; L10 card.ancient_egypt.010.c3","L3 question.ancient_egypt.003.q1; L3 question.ancient_egypt.003.q3; L4 question.ancient_egypt.004.q3; L10 question.ancient_egypt.010.q3; L100 question.ancient_egypt.100.q2","","","","","","corroborated","National Geographic: Egypt was known as Kemet, 'black land', after the dark fertile silt of the flood; Wikipedia: Deshret was the Red Land either side of Kemet (Black Land), the fertile Nile basin. (https://www.nationalgeographic.com/history/article/nile-flooding-ancient-egypt https://en.wikipedia.org/wiki/Deshret)",""
"fact.ancient_egypt.deshret_red_land","source.carnegie_egypt_nile","unverified","Deshret, ‘the red land,’ was the Egyptian name for the hot, dry desert around the valley.","https://carnegiemnh.org/egypt-and-the-nile/","L3 card.ancient_egypt.003.c1; L3 card.ancient_egypt.003.c3; L33 card.ancient_egypt.033.c2; L51 card.ancient_egypt.051.c3","L21 question.ancient_egypt.021.q3; L33 question.ancient_egypt.033.q3; L35 question.ancient_egypt.035.q3; L51 question.ancient_egypt.051.q3; L64 question.ancient_egypt.064.q3; L96 question.ancient_egypt.096.q3; L100 question.ancient_egypt.100.q2","","","","","","corroborated","Wikipedia: the word Deshret referred to the desert Red Land on either side of Kemet (Black Land), the fertile Nile river basin. (https://en.wikipedia.org/wiki/Deshret)","one-page weak-pages"
"fact.ancient_egypt.nile_valley_farmland_width","source.brit_nile_valley","unverified","Between Cairo and Aswan, the Nile valley’s farmland is mostly 8 to 16 km wide, narrowing in places to a few hundred meters.","https://www.britannica.com/place/Nile-Valley","L3 card.ancient_egypt.003.c2","L3 question.ancient_egypt.003.q1; L3 question.ancient_egypt.003.q3; L4 question.ancient_egypt.004.q3; L100 question.ancient_egypt.100.q2","","","","","","corroborated","Britannica Nile Valley page: the cultivated valley between Cairo and Aswan varies from 5 to 10 miles (8 to 16 km) wide, narrowing in places to a few hundred yards. (https://www.britannica.com/place/Nile-Valley)","one-page"
"fact.ancient_egypt.cities_need_water","source.carnegie_egypt_nile","unverified","Egyptian cities could flourish only in the Nile valley, the Delta or desert oases, where people had water and good land.","https://carnegiemnh.org/egypt-and-the-nile/","L3 card.ancient_egypt.003.c3; L5 card.ancient_egypt.005.c4","L5 question.ancient_egypt.005.q3; L21 question.ancient_egypt.021.q3; L33 question.ancient_egypt.033.q3; L35 question.ancient_egypt.035.q3; L51 question.ancient_egypt.051.q3; L64 question.ancient_egypt.064.q3; L96 question.ancient_egypt.096.q3","","","","","","corroborated","National Geographic Education: today 95 percent of Egyptians live within a few miles of the Nile; settlement has always followed the river. (https://education.nationalgeographic.org/resource/nile-river/)","one-page"
"fact.ancient_egypt.desert_cemeteries","source.carnegie_egypt_nile","unverified","The desert’s dry climate made it an ideal place for cemeteries.","https://carnegiemnh.org/egypt-and-the-nile/","L3 card.ancient_egypt.003.c3; L3 card.ancient_egypt.003.c1; L21 card.ancient_egypt.021.c2; L35 card.ancient_egypt.035.c1; L51 card.ancient_egypt.051.c3; L64 card.ancient_egypt.064.c2","L21 question.ancient_egypt.021.q3; L33 question.ancient_egypt.033.q3; L35 question.ancient_egypt.035.q3; L51 question.ancient_egypt.051.q3; L64 question.ancient_egypt.064.q3; L96 question.ancient_egypt.096.q3; L100 question.ancient_egypt.100.q2","","","","","","corroborated","Spurlock Museum and Ancient Egypt Online: early Egyptians buried their dead in pits in the hot, dry desert sand, which dried and preserved the bodies. (https://www.spurlock.illinois.edu/exhibits/online/mummification/history.html https://ancientegyptonline.co.uk/prehistoricburials/)",""
"fact.ancient_egypt.egypt_natural_borders","source.met_egypt_educators","unverified","Egypt had a favorable and secure location, bordered by deserts to the west and east, the Mediterranean Sea to the north and the First Cataract of the Nile at Aswan to the south.","https://resources.metmuseum.org/resources/metpublications/pdf/The_Art_of_Ancient_Egypt_A_Resource_for_Educators.pdf","L3 card.ancient_egypt.003.c4; L5 card.ancient_egypt.005.c4; L10 card.ancient_egypt.010.c3; L88 card.ancient_egypt.088.c4","L3 question.ancient_egypt.003.q2; L5 question.ancient_egypt.005.q3; L10 question.ancient_egypt.010.q3","","","","","","corroborated","Deserts on the east and west served as barriers against invaders; Wikipedia: the First Cataract served as a natural southern border for most of Egyptian history. (https://www.vaia.com/en-us/explanations/archaeology/egyptology/ancient-egypt-geography/ https://en.wikipedia.org/wiki/Cataracts_of_the_Nile)",""
"fact.ancient_egypt.egypt_trade_routes","source.met_egypt_educators","unverified","Egypt was not isolated: it was a center for trade routes to and from western Asia, the Mediterranean and central Africa.","https://resources.metmuseum.org/resources/metpublications/pdf/The_Art_of_Ancient_Egypt_A_Resource_for_Educators.pdf","L3 card.ancient_egypt.003.c4","L3 question.ancient_egypt.003.q2; L5 question.ancient_egypt.005.q3; L10 question.ancient_egypt.010.q3","","","","","","corroborated","Wikipedia: Egyptians traded with the Levant and Mesopotamia from Naqada II, with Nubia to the south and with the eastern Mediterranean and Near East. (https://en.wikipedia.org/wiki/Ancient_Egypt)","one-page weak-pages"
"fact.ancient_egypt.three_seasons","source.brit_akhet","unverified","The Egyptian year had three seasons of four months each: Akhet, the inundation; Peret, when the land emerged from the flood; and Shemu, when water was low.","https://www.britannica.com/science/akhet","L4 card.ancient_egypt.004.c1; L4 card.ancient_egypt.004.c2; L45 card.ancient_egypt.045.c2; L45 card.ancient_egypt.045.c3; L58 card.ancient_egypt.058.c3","L4 question.ancient_egypt.004.q1; L4 question.ancient_egypt.004.q2; L45 question.ancient_egypt.045.q3; L58 question.ancient_egypt.058.q3; L100 question.ancient_egypt.100.q1","","","","","","corroborated","The civil calendar had 365 days in three seasons of four 30-day months: Akhet (inundation), Peret (growth) and Shemu (harvest/low water). (https://study.com/academy/lesson/egypts-three-predictable-seasons.html https://egyptianstreets.com/2022/01/28/a-year-in-three-seasons-ancient-egypts-calendar/)",""
"fact.ancient_egypt.farming_cycle","source.met_egypt_educators","unverified","When the floodwaters receded and left rich soil on the fields, planting and harvesting followed, then a dry season of low water until the next flood.","https://resources.metmuseum.org/resources/metpublications/pdf/The_Art_of_Ancient_Egypt_A_Resource_for_Educators.pdf","L4 card.ancient_egypt.004.c2; L4 card.ancient_egypt.004.c3; L4 card.ancient_egypt.004.c4; L58 card.ancient_egypt.058.c3","L4 question.ancient_egypt.004.q1; L4 question.ancient_egypt.004.q2; L4 question.ancient_egypt.004.q3; L36 question.ancient_egypt.036.q3; L45 question.ancient_egypt.045.q3; L52 question.ancient_egypt.052.q3; L53 question.ancient_egypt.053.q3; L58 question.ancient_egypt.058.q3; L60 question.ancient_egypt.060.q5; L100 question.ancient_egypt.100.q1","","","","","","corroborated","Nature Communications: as floodwaters receded, farmers were left with well-watered, fertile soil to plant; the flood receded by end of October, when sowing began. (https://www.nature.com/articles/s41467-017-00957-y)","one-page"
"fact.ancient_egypt.plow_and_sheep","source.brit_agriculture_nile","unverified","Egyptian farmers tilled with a wooden plow drawn by an ox or a donkey, and seed was sown from a funnel on the plow or trodden into the soil by sheep.","https://www.britannica.com/topic/agriculture/The-Nile-valley","L4 card.ancient_egypt.004.c3","L4 question.ancient_egypt.004.q2; L100 question.ancient_egypt.100.q1","","","","","","corroborated","Wikipedia: wooden plows, often drawn by oxen, broke the soil; Old Kingdom tomb scenes show flocks of sheep trampling sown seed, e.g. a Saqqara tomb of about 2400 BCE. (https://en.wikipedia.org/wiki/Ancient_Egyptian_agriculture https://hort.purdue.edu/newcrop/Hort_306/text/lec06.pdf)",""
"fact.ancient_egypt.main_crops","source.brit_agriculture_nile","unverified","Egypt’s main crops were emmer wheat and six-rowed barley, along with lentils, beans, flax and onions.","https://www.britannica.com/topic/agriculture/The-Nile-valley","L4 card.ancient_egypt.004.c4; L14 card.ancient_egypt.014.c2; L52 card.ancient_egypt.052.c2; L56 card.ancient_egypt.056.c2","L4 question.ancient_egypt.004.q3; L36 question.ancient_egypt.036.q3; L52 question.ancient_egypt.052.q3; L53 question.ancient_egypt.053.q3; L60 question.ancient_egypt.060.q5","","","","","","corroborated","Wikipedia: diets revolved around cereals, with emmer wheat and barley major grains; beans, lentils and onions were staples and flax an important crop. (https://en.wikipedia.org/wiki/Ancient_Egyptian_agriculture)","one-page weak-pages"
"fact.ancient_egypt.sickle_harvest","source.brit_agriculture_nile","unverified","Egyptian farmers cut their crops with sickles.","https://www.britannica.com/topic/agriculture/The-Nile-valley","L4 card.ancient_egypt.004.c4; L36 card.ancient_egypt.036.c4","L4 question.ancient_egypt.004.q3; L36 question.ancient_egypt.036.q3; L52 question.ancient_egypt.052.q3; L53 question.ancient_egypt.053.q3; L60 question.ancient_egypt.060.q5","","","","","","corroborated","Wikipedia: harvesting was commonly performed using sickles fitted with flint blades. (https://en.wikipedia.org/wiki/Ancient_Egyptian_agriculture)","one-page weak-pages"
