fact_id,source_id,status,claim,source_url,appears_in,tested_by,supporting_quote,checked_by,checked_at,notes,pre_check,fact_check,fact_check_evidence,weak_evidence
"fact.human_body.cell_membrane","source.medlineplus_cell","unverified","The plasma membrane is the cell's outer lining: it separates the cell from its surroundings and lets materials enter and leave.","https://medlineplus.gov/genetics/understanding/basics/cell/","L2 card.human_body.002.c3; L25 card.human_body.025.c3","L7 question.human_body.007.q3; L25 question.human_body.025.q3","","","","","","corroborated","NHGRI: the cell membrane, also called the plasma membrane, separates the interior of the cell from the outside and transports nutrients in and toxic substances out. (https://www.genome.gov/genetics-glossary/Cell-Membrane)","one-page"
"fact.human_body.cell_cytoplasm","source.medlineplus_cell","unverified","The cytoplasm is the jelly-like fluid, and the structures in it, that fills the cell around the nucleus.","https://medlineplus.gov/genetics/understanding/basics/cell/","L2 card.human_body.002.c3; L7 card.human_body.007.c3","L7 question.human_body.007.q3; L25 question.human_body.025.q3","","","","","","corroborated","NHGRI: cytoplasm is the gelatinous liquid that fills the inside of a cell. (https://www.genome.gov/genetics-glossary/Cytoplasm)","one-page"
"fact.human_body.cell_nucleus","source.medlineplus_cell","unverified","The nucleus is the cell's command center, sending directions that tell the cell to grow, mature, divide or die.","https://medlineplus.gov/genetics/understanding/basics/cell/","L2 card.human_body.002.c4; L5 card.human_body.005.c3; L52 card.human_body.052.c3","L2 question.human_body.002.q1; L2 question.human_body.002.q3; L18 question.human_body.018.q3; L31 question.human_body.031.q3; L50 question.human_body.050.q5; L52 question.human_body.052.q3","","","","","","corroborated","NHGRI: the nucleus is the membrane-enclosed organelle that contains the chromosomes, the genetic material, with pores regulating traffic to the cytoplasm. (https://www.genome.gov/genetics-glossary/Nucleus)","one-page"
"fact.human_body.cell_mitochondria","source.medlineplus_cell","unverified","Mitochondria convert energy from food into a form the cell can use; they generate most of the chemical energy that powers the cell.","https://medlineplus.gov/genetics/understanding/basics/cell/","L2 card.human_body.002.c4; L5 card.human_body.005.c3; L18 card.human_body.018.c3; L31 card.human_body.031.c2; L50 card.human_body.050.c2; L50 card.human_body.050.c3","L2 question.human_body.002.q1; L2 question.human_body.002.q3; L18 question.human_body.018.q3; L31 question.human_body.031.q3; L50 question.human_body.050.q5; L52 question.human_body.052.q3","","","","","","corroborated","NHGRI: mitochondria generate most of the chemical energy needed to power the cell; MedlinePlus: they convert energy from food into a usable form. (https://www.genome.gov/genetics-glossary/Mitochondria https://medlineplus.gov/genetics/understanding/basics/cell/)",""
"fact.human_body.cell_mitochondria","source.nhgri_mitochondria","unverified","Mitochondria convert energy from food into a form the cell can use; they generate most of the chemical energy that powers the cell.","https://www.genome.gov/genetics-glossary/Mitochondria","L2 card.human_body.002.c4; L5 card.human_body.005.c3; L18 card.human_body.018.c3; L31 card.human_body.031.c2; L50 card.human_body.050.c2; L50 card.human_body.050.c3","L2 question.human_body.002.q1; L2 question.human_body.002.q3; L18 question.human_body.018.q3; L31 question.human_body.031.q3; L50 question.human_body.050.q5; L52 question.human_body.052.q3","","","","","","corroborated","NHGRI: mitochondria generate most of the chemical energy needed to power the cell; MedlinePlus: they convert energy from food into a usable form. (https://www.genome.gov/genetics-glossary/Mitochondria https://medlineplus.gov/genetics/understanding/basics/cell/)",""
"fact.human_body.cell_count_30_trillion","source.plosbio_sender_cell_counts","unverified","A 2016 estimate by Ron Sender, Shai Fuchs and Ron Milo put the number of human cells in a ""reference man"" (aged 20 to 30, 70 kg, 170 cm tall) at about 30 trillion.","https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002533","L3 card.human_body.003.c2; L3 card.human_body.003.c3; L8 card.human_body.008.c2; L10 card.human_body.010.c2; L31 card.human_body.031.c1","L3 question.human_body.003.q1; L3 question.human_body.003.q3; L5 question.human_body.005.q3; L24 question.human_body.024.q3","","","","","","corroborated","Science News and the American Council on Science and Health report the 2016 Weizmann estimate of about 30 trillion human cells in a 70 kg reference man. (https://www.sciencenews.org/article/bodys-bacteria-dont-outnumber-human-cells-so-much-after-all https://www.acsh.org/news/2016/08/26/commonly-cited-stat-of-10-bacteria-for-every-1-human-cell-is-wrong)",""
"fact.human_body.cell_count_method","source.plosbio_sender_cell_counts","unverified","Sender, Fuchs and Milo did not count cells one by one; they combined published estimates of the number of each cell type, such as red blood cells and platelets, and added them up.","https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002533","L3 card.human_body.003.c2","L3 question.human_body.003.q1; L5 question.human_body.005.q3; L24 question.human_body.024.q3","","","","","","corroborated","Science News: the team compiled estimates of cell numbers from the scientific literature rather than new experiments; the Weizmann research portal abstract describes integrating cell numbers by type. (https://www.sciencenews.org/article/bodys-bacteria-dont-outnumber-human-cells-so-much-after-all https://weizmann.elsevierpure.com/en/publications/revised-estimates-for-the-number-of-human-and-bacteria-cells-in-t/)",""
"fact.human_body.red_cells_84_percent","source.plosbio_sender_cell_counts","unverified","Red blood cells make up about 84 percent of all human cells by number.","https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002533","L3 card.human_body.003.c2; L3 card.human_body.003.c4; L5 card.human_body.005.c4; L24 card.human_body.024.c3; L54 card.human_body.054.c4","L3 question.human_body.003.q1; L5 question.human_body.005.q3; L24 question.human_body.024.q3","","","","","","corroborated","Science News and ScienceDaily reports on the 2016 study: red blood cells account for about 84 percent of the body's cells by number. (https://www.sciencenews.org/article/bodys-bacteria-dont-outnumber-human-cells-so-much-after-all https://www.sciencedaily.com/releases/2016/01/160128132026.htm)",""
"fact.human_body.cell_counting_time","source.plosbio_sender_cell_counts","unverified","Counting 30 trillion cells at one per second, without stopping, would take about 950,000 years (30 trillion seconds).","https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002533","L3 card.human_body.003.c1","","","","","","","corroborated","Arithmetic: 30,000,000,000,000 s divided by 31,557,600 s per year is about 950,600 years; the 30 trillion input is confirmed by Science News. (https://www.sciencenews.org/article/bodys-bacteria-dont-outnumber-human-cells-so-much-after-all)","one-page"
"fact.human_body.cell_count_varies","source.pnas_hatton_cell_count","unverified","A 2023 study by Ian Hatton and colleagues estimated about 36 trillion cells in a reference man, 28 trillion in a reference woman and 17 trillion in a 10-year-old child, so counts differ with body size.","https://www.pnas.org/doi/10.1073/pnas.2303077120","L3 card.human_body.003.c3","L3 question.human_body.003.q3","","","","","","corroborated","Phys.org and News-Medical report the 2023 PNAS estimates: about 36 trillion cells in the male, 28 trillion in the female and 17 trillion in a 10-year-old child. (https://phys.org/news/2023-09-common-statistical-principles-scaling-nature.html https://www.news-medical.net/news/20230919/Mapping-the-human-body-one-cell-at-a-time-New-study-reveals-the-intricate-relationship-between-cell-size-and-count.aspx)",""
"fact.human_body.cell_kinds_400","source.pnas_hatton_cell_count","unverified","The 2023 Hatton study sorted the body's cells into about 400 cell types.","https://www.pnas.org/doi/10.1073/pnas.2303077120","L3 card.human_body.003.c4; L81 card.human_body.081.c3","L3 question.human_body.003.q2; L15 question.human_body.015.q3","","","","","","corroborated","Phys.org: the research examined over 400 distinct cell types; the PNAS figures map all 400 investigated cell types. (https://phys.org/news/2023-09-common-statistical-principles-scaling-nature.html)","one-page"
"fact.human_body.cell_size_range","source.pnas_hatton_cell_count","unverified","Human cell masses span about seven orders of magnitude, from red blood cells to the largest muscle fibers, comparable to the difference between a shrew and a blue whale.","https://www.pnas.org/doi/10.1073/pnas.2303077120","L3 card.human_body.003.c4; L15 card.human_body.015.c4","L3 question.human_body.003.q2; L15 question.human_body.015.q3","","","","","","corroborated","Phys.org quotes the authors: cell sizes vary over seven orders of magnitude from red blood cells to the largest muscle fibers, comparable to the mass ratio of a shrew to a blue whale. (https://phys.org/news/2023-09-common-statistical-principles-scaling-nature.html)","one-page"
"fact.human_body.muscle_mass_share","source.pnas_hatton_cell_count","unverified","Skeletal muscle cells make up about half of the body's cell mass, even though they are only a tiny fraction of its cells.","https://www.pnas.org/doi/10.1073/pnas.2303077120","L3 card.human_body.003.c4; L15 card.human_body.015.c4; L54 card.human_body.054.c4","L3 question.human_body.003.q2; L15 question.human_body.015.q3","","","","","","corroborated","Phys.org: skeletal myocytes comprise about half of all 45 kg of cell biomass while making up under 0.002 percent of the nucleated cell count. (https://phys.org/news/2023-09-common-statistical-principles-scaling-nature.html)","one-page"
"fact.human_body.four_tissue_types","source.openstax_ap_tissue_types","unverified","There are four main tissue types: epithelial tissue covers surfaces and lines passages, connective tissue binds and supports, muscle tissue contracts to make movement, and nervous tissue sends signals between body parts.","https://openstax.org/books/anatomy-and-physiology-2e/pages/4-1-types-of-tissues","L4 card.human_body.004.c3; L4 card.human_body.004.c4; L17 card.human_body.017.c3; L71 card.human_body.071.c2","L4 question.human_body.004.q1; L43 question.human_body.043.q3; L71 question.human_body.071.q3","","","","","","corroborated","Lumen Learning A&P: cells are organized into four broad categories of tissues: epithelial, connective, muscle and nervous. (https://courses.lumenlearning.com/suny-ap1/chapter/types-of-tissues/)","one-page"
"fact.human_body.stomach_tissues","source.openstax_ap_digestive_overview","unverified","The stomach wall has an epithelial lining, connective tissue, three layers of smooth muscle that churn food, and networks of nerves.","https://openstax.org/books/anatomy-and-physiology-2e/pages/23-1-overview-of-the-digestive-system","L4 card.human_body.004.c1; L4 card.human_body.004.c4; L10 card.human_body.010.c2; L15 card.human_body.015.c3; L43 card.human_body.043.c3","L43 question.human_body.043.q3","","","","","","corroborated","StatPearls (NCBI): the stomach wall has surface epithelium, connective tissue, three smooth muscle layers (longitudinal, oblique, circular) and the myenteric and submucosal nerve plexuses. (https://www.ncbi.nlm.nih.gov/sites/books/NBK535425/ https://training.seer.cancer.gov/ugi/anatomy/layers.html)",""
"fact.human_body.stomach_tissues","source.openstax_ap_stomach","unverified","The stomach wall has an epithelial lining, connective tissue, three layers of smooth muscle that churn food, and networks of nerves.","https://openstax.org/books/anatomy-and-physiology-2e/pages/23-4-the-stomach","L4 card.human_body.004.c1; L4 card.human_body.004.c4; L10 card.human_body.010.c2; L15 card.human_body.015.c3; L43 card.human_body.043.c3","L43 question.human_body.043.q3","","","","","","corroborated","StatPearls (NCBI): the stomach wall has surface epithelium, connective tissue, three smooth muscle layers (longitudinal, oblique, circular) and the myenteric and submucosal nerve plexuses. (https://www.ncbi.nlm.nih.gov/sites/books/NBK535425/ https://training.seer.cancer.gov/ugi/anatomy/layers.html)",""
"fact.human_body.organization_ladder","source.openstax_ap_body_organization","unverified","The body is organized in levels: cells form tissues, tissues form organs, organs form organ systems, and the organ systems make up the whole organism.","https://openstax.org/books/anatomy-and-physiology-2e/pages/1-2-structural-organization-of-the-human-body","L4 card.human_body.004.c2","L4 question.human_body.004.q2; L4 question.human_body.004.q3; L10 question.human_body.010.q3; L62 question.human_body.062.q3; L100 question.human_body.100.q10","","","","","","corroborated","Lumen Learning A&P and Kenhub describe the same hierarchy from cells to tissues, organs, organ systems and the organism. (https://courses.lumenlearning.com/suny-ap1/chapter/types-of-tissues/ https://www.kenhub.com/en/library/anatomy/human-body-systems)",""
"fact.human_body.tissue_definition","source.openstax_ap_body_organization","unverified","A tissue is a group of many similar cells that work together to perform a specific function.","https://openstax.org/books/anatomy-and-physiology-2e/pages/1-2-structural-organization-of-the-human-body","L4 card.human_body.004.c2; L10 card.human_body.010.c2","L4 question.human_body.004.q2; L4 question.human_body.004.q3; L10 question.human_body.010.q3; L62 question.human_body.062.q3; L100 question.human_body.100.q10","","","","","","corroborated","Lumen Learning A&P describes tissues as groups of cells organized to perform common functions. (https://courses.lumenlearning.com/suny-ap1/chapter/types-of-tissues/)","one-page"
"fact.human_body.organ_definition","source.openstax_ap_body_organization","unverified","An organ is a distinct structure made of two or more tissue types that performs one or more specific functions.","https://openstax.org/books/anatomy-and-physiology-2e/pages/1-2-structural-organization-of-the-human-body","L4 card.human_body.004.c2","L4 question.human_body.004.q2; L4 question.human_body.004.q3; L10 question.human_body.010.q3; L62 question.human_body.062.q3; L100 question.human_body.100.q10","","","","","","corroborated","StatPearls on the stomach shows an organ built from several tissue layers; Kenhub describes organs grouped into systems. (https://www.ncbi.nlm.nih.gov/sites/books/NBK535425/ https://www.kenhub.com/en/library/anatomy/human-body-systems)",""
"fact.human_body.dna_hereditary","source.medlineplus_dna","unverified","DNA (deoxyribonucleic acid) is the hereditary material in humans and almost all other organisms.","https://medlineplus.gov/genetics/understanding/basics/dna/","L5 card.human_body.005.c2","L5 question.human_body.005.q1; L5 question.human_body.005.q2; L6 question.human_body.006.q3; L95 question.human_body.095.q3","","","","","","corroborated","NHGRI: genes, made of DNA, are passed from parents to offspring and carry the information that specifies traits. (https://www.genome.gov/genetics-glossary/Gene)","one-page"
"fact.human_body.dna_code_letters","source.medlineplus_dna","unverified","DNA stores information as a code of four chemical bases, A, C, G and T, and their order carries the information, much as letters in order form words and sentences.","https://medlineplus.gov/genetics/understanding/basics/dna/","L5 card.human_body.005.c2","L5 question.human_body.005.q1; L5 question.human_body.005.q2; L6 question.human_body.006.q3; L95 question.human_body.095.q3","","","","","","corroborated","NHGRI: the code is made up of four chemical building blocks abbreviated A, T, C and G. (https://www.genome.gov/About-Genomics/Introduction-to-Genomics)","one-page"
"fact.human_body.dna_3_billion","source.medlineplus_dna","unverified","Human DNA is about 3 billion bases long, and more than 99 percent of those bases are the same in all people.","https://medlineplus.gov/genetics/understanding/basics/dna/","L5 card.human_body.005.c2","L5 question.human_body.005.q1; L5 question.human_body.005.q2; L6 question.human_body.006.q3; L95 question.human_body.095.q3","","","","","","corroborated","NHGRI: the Human Genome Project found the 3 billion base pairs 99.9 percent identical in every person. (https://www.genome.gov/17516714/2006-release-about-whole-genome-association-studies https://www.genome.gov/about-genomics/educational-resources/fact-sheets/human-genomic-variation)",""
"fact.human_body.dna_double_helix","source.medlineplus_dna","unverified","DNA's two strands twist into a double helix, like a spiral ladder whose rungs are base pairs: A with T and C with G.","https://medlineplus.gov/genetics/understanding/basics/dna/","L5 card.human_body.005.c3","","","","","","","corroborated","NHGRI glossary: two linked strands wind around each other like a twisted ladder; adenine bonds with thymine and cytosine with guanine. (https://www.genome.gov/genetics-glossary/Double-Helix)","one-page"
"fact.human_body.dna_length","source.nhgri_intro_genomics","unverified","If all the DNA from a single human cell were stretched out end to end, it would be about six feet (about 2 meters) long, yet it fits in a nucleus visible only with a specialized microscope.","https://www.genome.gov/About-Genomics/Introduction-to-Genomics","L5 card.human_body.005.c1","","","","","","","corroborated","Open Oregon biology text and other educational sources give about 2 meters of DNA per human cell. (https://openoregon.pressbooks.pub/mhccbiology112/chapter/how-dna-is-arranged-in-a-cell/)","one-page"
"fact.human_body.dna_same_every_cell","source.medlineplus_dna","unverified","Nearly every cell in a person's body has the same DNA.","https://medlineplus.gov/genetics/understanding/basics/dna/","L5 card.human_body.005.c3; L5 card.human_body.005.c4; L81 card.human_body.081.c3; L83 card.human_body.083.c2","L5 question.human_body.005.q3; L63 question.human_body.063.q3; L81 question.human_body.081.q3; L98 question.human_body.098.q3","","","","","","corroborated","NHGRI glossary: before a cell divides it copies its entire genome, so each daughter cell ends up with its own complete genome. (https://www.genome.gov/genetics-glossary/DNA-Replication)","one-page"
"fact.human_body.dna_nucleus_mito","source.medlineplus_dna","unverified","Most DNA is in the cell nucleus, but a small amount is found in the mitochondria.","https://medlineplus.gov/genetics/understanding/basics/dna/","L5 card.human_body.005.c3; L6 card.human_body.006.c1","L63 question.human_body.063.q3; L81 question.human_body.081.q3; L98 question.human_body.098.q3","","","","","","corroborated","NHGRI: the nucleus contains the chromosomes, and mitochondria contain their own small chromosomes. (https://www.genome.gov/genetics-glossary/Nucleus https://www.genome.gov/genetics-glossary/Mitochondria)",""
"fact.human_body.dna_46_chromosomes","source.nhgri_intro_genomics","unverified","Human DNA is packaged into 46 chromosomes, in 23 pairs.","https://www.genome.gov/About-Genomics/Introduction-to-Genomics","L5 card.human_body.005.c3; L10 card.human_body.010.c2; L81 card.human_body.081.c2; L82 card.human_body.082.c2","L63 question.human_body.063.q3; L81 question.human_body.081.q3; L98 question.human_body.098.q3","","","","","","corroborated","MedlinePlus Genetics: each cell normally contains 23 pairs of chromosomes, for a total of 46. (https://medlineplus.gov/genetics/understanding/basics/howmanychromosomes/)","one-page"
"fact.human_body.rbc_no_nucleus","source.brit_red_blood_cell","unverified","Mature human red blood cells have no nucleus.","https://www.britannica.com/science/red-blood-cell","L5 card.human_body.005.c4","L5 question.human_body.005.q3","","","","","","corroborated","PMC reviews: normal mature human red blood cells do not contain nuclei. (https://pmc.ncbi.nlm.nih.gov/articles/PMC12608500/)","one-page"
"fact.human_body.gene_definition","source.medlineplus_gene","unverified","A gene is the basic unit of heredity, a stretch of DNA; some genes are instructions for making proteins, and many others help control other genes.","https://medlineplus.gov/genetics/understanding/basics/gene/","L6 card.human_body.006.c2","L6 question.human_body.006.q1; L8 question.human_body.008.q3; L68 question.human_body.068.q3","","","","","","corroborated","NHGRI: the gene is the basic unit of inheritance; MedlinePlus: some genes make proteins and many help control other genes. (https://www.genome.gov/genetics-glossary/Gene https://medlineplus.gov/genetics/understanding/basics/gene/)",""
"fact.human_body.gene_definition","source.nhgri_gene","unverified","A gene is the basic unit of heredity, a stretch of DNA; some genes are instructions for making proteins, and many others help control other genes.","https://www.genome.gov/genetics-glossary/Gene","L6 card.human_body.006.c2","L6 question.human_body.006.q1; L8 question.human_body.008.q3; L68 question.human_body.068.q3","","","","","","corroborated","NHGRI: the gene is the basic unit of inheritance; MedlinePlus: some genes make proteins and many help control other genes. (https://www.genome.gov/genetics-glossary/Gene https://medlineplus.gov/genetics/understanding/basics/gene/)",""
"fact.human_body.gene_count_20000","source.nhgri_gene","unverified","Humans have about 20,000 protein-coding genes.","https://www.genome.gov/genetics-glossary/Gene","L6 card.human_body.006.c2; L8 card.human_body.008.c4","L6 question.human_body.006.q1; L8 question.human_body.008.q3; L68 question.human_body.068.q3","","","","","","corroborated","MedlinePlus: the human genome contains about 19,900 genes used to produce proteins; NHGRI: approximately 20,000. (https://medlineplus.gov/genetics/understanding/basics/gene/ https://www.genome.gov/genetics-glossary/Gene)",""
"fact.human_body.gene_count_20000","source.medlineplus_gene","unverified","Humans have about 20,000 protein-coding genes.","https://medlineplus.gov/genetics/understanding/basics/gene/","L6 card.human_body.006.c2; L8 card.human_body.008.c4","L6 question.human_body.006.q1; L8 question.human_body.008.q3; L68 question.human_body.068.q3","","","","","","corroborated","MedlinePlus: the human genome contains about 19,900 genes used to produce proteins; NHGRI: approximately 20,000. (https://medlineplus.gov/genetics/understanding/basics/gene/ https://www.genome.gov/genetics-glossary/Gene)",""
"fact.human_body.gene_share_genome","source.nhgri_gene","unverified","The information for the roughly 20,000 protein-coding genes takes up less than 2 percent of the human genome (NHGRI estimates about 1.5 percent).","https://www.genome.gov/genetics-glossary/Gene","L6 card.human_body.006.c2","L6 question.human_body.006.q1; L8 question.human_body.008.q3; L68 question.human_body.068.q3","","","","","","corroborated","NCBI Bookshelf and NIGMS: protein-coding sequence is about 1 percent of the genome and under 2 percent of it. (https://www.ncbi.nlm.nih.gov/books/NBK595930/ https://nigms.nih.gov/biobeat/2024/04/genetics-by-the-numbers)",""
"fact.human_body.height_many_genes","source.medlineplus_height","unverified","Traits like height are shaped by hundreds of gene variants, each with a small effect, plus environmental factors such as nutrition.","https://medlineplus.gov/genetics/understanding/traits/height/","L6 card.human_body.006.c5; L82 card.human_body.082.c4","L82 question.human_body.082.q3","","","","","","corroborated","Nature (2010): hundreds of variants in at least 180 loci influence height; MedlinePlus: many variants with modest effects plus nutrition. (https://www.nature.com/articles/nature09410 https://medlineplus.gov/genetics/understanding/traits/height/)",""
