fact_id,source_id,status,claim,source_url,appears_in,tested_by,supporting_quote,checked_by,checked_at,notes,pre_check,fact_check,fact_check_evidence,weak_evidence
"fact.chemistry.matter_gas_balloon","source.openstax_chem_phases","unverified","Gases are matter too: if gases did not take up space, a balloon would not get bigger when filled with gas.","https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter","L2 card.chemistry.002.c2; L82 card.chemistry.082.c3","L2 question.chemistry.002.q3; L3 question.chemistry.003.q3; L82 question.chemistry.082.q3; L97 question.chemistry.097.q2; L99 question.chemistry.099.q3; L100 question.chemistry.100.q9","","","","","","corroborated","LibreTexts notes that air, though hard to detect, has measurable mass and volume and so is matter. (https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry_(LibreTexts)/03:_Matter_and_Energy/3.02:_What_is_Matter)","one-page"
"fact.chemistry.matter_air_mass_room","source.openstax_chem_measurements","unverified","Dry air has a density of about 1.2 grams per liter, so the 50,000 liters of air in a room 4 m by 5 m with a 2.5 m ceiling has a mass of about 60 kilograms.","https://openstax.org/books/chemistry-2e/pages/1-4-measurements","L2 card.chemistry.002.c1; L2 card.chemistry.002.c3; L93 card.chemistry.093.c2","L2 question.chemistry.002.q1; L93 question.chemistry.093.q3","","","","","","corroborated","Dry air near sea level is about 1.2 kg per cubic meter (1.204 at 20 C), i.e. about 1.2 g per liter; 4 x 5 x 2.5 m = 50 cubic meters = 50,000 L, times 1.2 g/L = 60 kg. (https://en.wikipedia.org/wiki/Density_of_air https://www.engineeringtoolbox.com/air-density-specific-weight-d_600.html)",""
"fact.chemistry.mass_weight_moon","source.openstax_chem_phases","unverified","Mass is the amount of matter in an object; weight is the pull of gravity on it. On the Moon, whose gravity is one-sixth of Earth's, an astronaut has the same mass but one-sixth the weight.","https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter","L2 card.chemistry.002.c4","L2 question.chemistry.002.q2","","","","","","corroborated","Astronomy references agree Moon gravity is about one-sixth of Earth's, so weight falls to one-sixth while mass is unchanged. (https://www.astronomy.com/science/how-much-less-would-you-weigh-on-the-moon-than-on-earth/ https://en.wikipedia.org/wiki/Moon)",""
"fact.chemistry.states_shape_volume","source.openstax_chem_phases","unverified","A solid is rigid with a definite shape and volume; a liquid flows and takes the shape of its container but keeps its volume; a gas takes both the shape and the volume of its container.","https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter","L3 card.chemistry.003.c1; L3 card.chemistry.003.c2; L3 card.chemistry.003.c4","L3 question.chemistry.003.q1; L3 question.chemistry.003.q3; L6 question.chemistry.006.q3; L24 question.chemistry.024.q3","","","","","","corroborated","Britannica's matter article likewise says solids hold their shape, liquids take the shape of their container and gases fill an entire container. (https://www.britannica.com/science/matter https://www.britannica.com/science/gas-state-of-matter)",""
"fact.chemistry.particles_make_matter","source.libretexts_what_is_matter","unverified","All matter is made of tiny particles: atoms, which can join into molecules.","https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry_(LibreTexts)/03:_Matter_and_Energy/3.02:_What_is_Matter","L3 card.chemistry.003.c3; L11 card.chemistry.011.c2; L41 card.chemistry.041.c2; L50 card.chemistry.050.c3; L94 card.chemistry.094.c3","L3 question.chemistry.003.q2; L4 question.chemistry.004.q3; L8 question.chemistry.008.q3; L11 question.chemistry.011.q3; L50 question.chemistry.050.q2; L88 question.chemistry.088.q3; L92 question.chemistry.092.q3; L96 question.chemistry.096.q3","","","","","","corroborated","Britannica and OpenStax describe matter as made of atoms and molecules. (https://openstax.org/books/chemistry-2e/pages/10-1-intermolecular-forces https://www.britannica.com/science/matter)",""
"fact.chemistry.particles_in_states","source.openstax_chem_intermolecular","unverified","In a solid, particles are tightly packed, often in a regular pattern, and vibrate about fixed positions; in a liquid they stay close but move past each other; in a gas they are far apart and move independently except when they collide.","https://openstax.org/books/chemistry-2e/pages/10-1-intermolecular-forces","L3 card.chemistry.003.c3; L3 card.chemistry.003.c4; L4 card.chemistry.004.c2; L88 card.chemistry.088.c4; L92 card.chemistry.092.c3; L96 card.chemistry.096.c2","L3 question.chemistry.003.q2; L4 question.chemistry.004.q3; L8 question.chemistry.008.q3; L11 question.chemistry.011.q3; L50 question.chemistry.050.q2; L88 question.chemistry.088.q3; L92 question.chemistry.092.q3; L96 question.chemistry.096.q3","","","","","","corroborated","Britannica's gas article notes the spacing between gas molecules is about ten times their diameter under ordinary conditions, far more spread out than in liquids or solids. (https://www.britannica.com/science/gas-state-of-matter https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry_(LibreTexts)/03:_Matter_and_Energy/3.02:_What_is_Matter)",""
"fact.chemistry.heat_particles_move_faster","source.openstax_chem_intermolecular","unverified","Heating raises the kinetic energy of particles, so they move faster; with enough energy they overcome the attractions holding them, and the substance melts or boils.","https://openstax.org/books/chemistry-2e/pages/10-1-intermolecular-forces","L4 card.chemistry.004.c2; L5 card.chemistry.005.c4; L7 card.chemistry.007.c4; L42 card.chemistry.042.c3; L55 card.chemistry.055.c3; L86 card.chemistry.086.c3","L4 question.chemistry.004.q2; L5 question.chemistry.005.q3; L7 question.chemistry.007.q3; L44 question.chemistry.044.q3; L86 question.chemistry.086.q3","","","","","","corroborated","Chemistry texts on heating curves explain that added heat speeds particles until they overcome intermolecular attractions at melting and boiling. (https://chem.libretexts.org/Bookshelves/General_Chemistry/Map:_A_Molecular_Approach_(Tro)/11:_Liquids_Solids_and_Intermolecular_Forces/11.07:_Heating_Curve_for_Water https://openstax.org/books/chemistry-2e/pages/10-3-phase-transitions)",""
"fact.chemistry.temperature_constant_during_change","source.openstax_chem_phase_transitions","unverified","While a substance is changing state, such as ice melting or water boiling, its temperature stays constant: the heat goes into pulling particles apart rather than speeding them up.","https://openstax.org/books/chemistry-2e/pages/10-3-phase-transitions","L4 card.chemistry.004.c3; L81 card.chemistry.081.c4","L4 question.chemistry.004.q2","","","","","","corroborated","Heating curves show flat plateaus at melting and boiling because the energy overcomes intermolecular forces instead of raising kinetic energy. (https://chem.libretexts.org/Bookshelves/General_Chemistry/Map:_A_Molecular_Approach_(Tro)/11:_Liquids_Solids_and_Intermolecular_Forces/11.07:_Heating_Curve_for_Water)","one-page"
"fact.chemistry.water_same_substance_states","source.britannica_chemical_reaction","unverified","Ice, liquid water and steam are the same substance, water, in different states.","https://www.britannica.com/science/chemical-reaction","L4 card.chemistry.004.c3; L9 card.chemistry.009.c2; L10 card.chemistry.010.c3; L44 card.chemistry.044.c4","L4 question.chemistry.004.q2; L44 question.chemistry.044.q3","","","","","","corroborated","OpenStax defines a physical change as a change in state without a change in chemical identity, the same point Britannica makes with water. (https://openstax.org/books/chemistry-2e/pages/1-3-physical-and-chemical-properties)","one-page"
"fact.chemistry.water_melts_0_boils_100","source.openstax_chem_phase_transitions","unverified","Ice melts at 0 °C, and water boils at 100 °C at sea-level air pressure (1 atmosphere).","https://openstax.org/books/chemistry-2e/pages/10-3-phase-transitions","L4 card.chemistry.004.c3; L81 card.chemistry.081.c4","L4 question.chemistry.004.q1","","","","","","corroborated","Standard references give 0 C for the melting point of ice and 100 C for water's boiling point at 1 atm. (https://www.engineeringtoolbox.com/boiling-points-water-altitude-d_1344.html https://en.wikipedia.org/wiki/High-altitude_cooking)",""
"fact.chemistry.boiling_vapor_pressure","source.openstax_chem_phase_transitions","unverified","A liquid boils when its vapor pushes out as hard as the surrounding pressure pushes in, so lower air pressure means a lower boiling point.","https://openstax.org/books/chemistry-2e/pages/10-3-phase-transitions","L4 card.chemistry.004.c4; L10 card.chemistry.010.c2","L4 question.chemistry.004.q3; L10 question.chemistry.010.q5","","","","","","corroborated","High-altitude cooking guides explain water boils at lower temperatures at altitude because atmospheric pressure is lower. (https://en.wikipedia.org/wiki/High-altitude_cooking https://www.engineeringtoolbox.com/boiling-points-water-altitude-d_1344.html)",""
"fact.chemistry.leadville_boils_90","source.openstax_chem_phase_transitions","unverified","In Leadville, Colorado, about 10,200 feet (3,100 m) up in the Rocky Mountains, water boils at about 90 °C, about 10 °C below its sea-level boiling point.","https://openstax.org/books/chemistry-2e/pages/10-3-phase-transitions","L4 card.chemistry.004.c1; L4 card.chemistry.004.c4","L4 question.chemistry.004.q3; L10 question.chemistry.010.q5","","","","","","corroborated","Altitude tables give water's boiling point at 10,000 ft (3,048 m) as 193.6 F (89.8 C); Leadville sits at about 10,150 ft in the Colorado Rockies. (https://www.engineeringtoolbox.com/boiling-points-water-altitude-d_1344.html https://en.wikipedia.org/wiki/Leadville,_Colorado)",""
"fact.chemistry.melting_point_pressure","source.openstax_chem_phase_diagrams","unverified","Melting points shift with pressure too, but far less: water's melting point drops only slightly as pressure rises.","https://openstax.org/books/chemistry-2e/pages/10-4-phase-diagrams","L4 card.chemistry.004.c4","L4 question.chemistry.004.q3; L10 question.chemistry.010.q5","","","","","","corroborated","Water's phase diagram has a slightly negative solid-liquid slope: higher pressure lowers the melting point only slightly. (https://en.wikipedia.org/wiki/Phase_diagram)","one-page weak-pages"
"fact.chemistry.plasma_charged_gas","source.openstax_chem_phases","unverified","Plasma, a fourth state of matter, is a gas containing many electrically charged particles; it forms when electrons (tiny charged particles from inside atoms) are torn free from gas atoms, for example by intense heat, and it conducts electricity.","https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter","L5 card.chemistry.005.c2; L5 card.chemistry.005.c4; L25 card.chemistry.025.c3","L5 question.chemistry.005.q1; L5 question.chemistry.005.q2; L5 question.chemistry.005.q3; L12 question.chemistry.012.q3; L25 question.chemistry.025.q2","","","","","","corroborated","OpenStax, UCAR and Britannica all describe plasma as an ionized gas of charged particles formed when electrons are stripped from atoms, often by heating. (https://scied.ucar.edu/learning-zone/sun-space-weather/plasma https://www.britannica.com/science/plasma-state-of-matter)",""
"fact.chemistry.plasma_charged_gas","source.ucar_plasma","unverified","Plasma, a fourth state of matter, is a gas containing many electrically charged particles; it forms when electrons (tiny charged particles from inside atoms) are torn free from gas atoms, for example by intense heat, and it conducts electricity.","https://scied.ucar.edu/learning-zone/sun-space-weather/plasma","L5 card.chemistry.005.c2; L5 card.chemistry.005.c4; L25 card.chemistry.025.c3","L5 question.chemistry.005.q1; L5 question.chemistry.005.q2; L5 question.chemistry.005.q3; L12 question.chemistry.012.q3; L25 question.chemistry.025.q2","","","","","","corroborated","OpenStax, UCAR and Britannica all describe plasma as an ionized gas of charged particles formed when electrons are stripped from atoms, often by heating. (https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter https://www.britannica.com/science/plasma-state-of-matter)",""
"fact.chemistry.plasma_charged_gas","source.britannica_plasma","unverified","Plasma, a fourth state of matter, is a gas containing many electrically charged particles; it forms when electrons (tiny charged particles from inside atoms) are torn free from gas atoms, for example by intense heat, and it conducts electricity.","https://www.britannica.com/science/plasma-state-of-matter","L5 card.chemistry.005.c2; L5 card.chemistry.005.c4; L25 card.chemistry.025.c3","L5 question.chemistry.005.q1; L5 question.chemistry.005.q2; L5 question.chemistry.005.q3; L12 question.chemistry.012.q3; L25 question.chemistry.025.q2","","","","","","corroborated","OpenStax, UCAR and Britannica all describe plasma as an ionized gas of charged particles formed when electrons are stripped from atoms, often by heating. (https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter https://scied.ucar.edu/learning-zone/sun-space-weather/plasma)",""
"fact.chemistry.lightning_makes_plasma","source.ucar_plasma","unverified","Lightning turns the air in its path into plasma; high-voltage electricity can tear electrons free.","https://scied.ucar.edu/learning-zone/sun-space-weather/plasma","L5 card.chemistry.005.c1; L5 card.chemistry.005.c2","L5 question.chemistry.005.q1; L5 question.chemistry.005.q2; L12 question.chemistry.012.q3; L25 question.chemistry.025.q2","","","","","","corroborated","OpenStax lists lightning strikes among plasma environments; UCAR says high-voltage electricity such as lightning creates plasma. (https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter)",""
"fact.chemistry.lightning_makes_plasma","source.openstax_chem_phases","unverified","Lightning turns the air in its path into plasma; high-voltage electricity can tear electrons free.","https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter","L5 card.chemistry.005.c1; L5 card.chemistry.005.c2","L5 question.chemistry.005.q1; L5 question.chemistry.005.q2; L12 question.chemistry.012.q3; L25 question.chemistry.025.q2","","","","","","corroborated","OpenStax lists lightning strikes among plasma environments; UCAR says high-voltage electricity such as lightning creates plasma. (https://scied.ucar.edu/learning-zone/sun-space-weather/plasma)",""
"fact.chemistry.lightning_five_times_sun","source.nws_thunder","unverified","Lightning can heat the air in its channel to about 50,000 °F, about five times hotter than the surface of the Sun.","https://www.weather.gov/safety/lightning-science-thunder","L5 card.chemistry.005.c1","","","","","","","corroborated","NOAA's National Severe Storms Laboratory also says lightning heats the air to around 50,000 F, much hotter than the Sun's surface. (https://www.nssl.noaa.gov/education/svrwx101/lightning/)","one-page"
"fact.chemistry.plasma_most_visible_matter","source.britannica_plasma","unverified","Nearly all the visible matter in the universe is plasma, because the Sun and other stars are mostly plasma; this counts ordinary matter, not dark matter.","https://www.britannica.com/science/plasma-state-of-matter","L5 card.chemistry.005.c3; L10 card.chemistry.010.c4","L5 question.chemistry.005.q2","","","","","","corroborated","Britannica says nearly all visible matter in the universe is plasma; UCAR says 99 percent of matter other than dark matter is plasma and most of the Sun and stars is plasma. (https://scied.ucar.edu/learning-zone/sun-space-weather/plasma)",""
"fact.chemistry.plasma_most_visible_matter","source.ucar_plasma","unverified","Nearly all the visible matter in the universe is plasma, because the Sun and other stars are mostly plasma; this counts ordinary matter, not dark matter.","https://scied.ucar.edu/learning-zone/sun-space-weather/plasma","L5 card.chemistry.005.c3; L10 card.chemistry.010.c4","L5 question.chemistry.005.q2","","","","","","corroborated","Britannica says nearly all visible matter in the universe is plasma; UCAR says 99 percent of matter other than dark matter is plasma and most of the Sun and stars is plasma. (https://www.britannica.com/science/plasma-state-of-matter)",""
"fact.chemistry.plasma_aurora","source.ucar_plasma","unverified","On Earth, natural plasma appears in lightning and in the aurora, the glowing curtains of light near the poles.","https://scied.ucar.edu/learning-zone/sun-space-weather/plasma","L5 card.chemistry.005.c3","L5 question.chemistry.005.q2","","","","","","corroborated","UCAR says plasma flowing toward the poles creates the aurora; Britannica lists lightning and auroras as plasma on Earth. (https://www.britannica.com/science/plasma-state-of-matter)",""
"fact.chemistry.plasma_aurora","source.britannica_plasma","unverified","On Earth, natural plasma appears in lightning and in the aurora, the glowing curtains of light near the poles.","https://www.britannica.com/science/plasma-state-of-matter","L5 card.chemistry.005.c3","L5 question.chemistry.005.q2","","","","","","corroborated","UCAR says plasma flowing toward the poles creates the aurora; Britannica lists lightning and auroras as plasma on Earth. (https://scied.ucar.edu/learning-zone/sun-space-weather/plasma)",""
"fact.chemistry.mixture_definition","source.openstax_chem_phases","unverified","A mixture is two or more kinds of matter mingled in amounts that can vary, and it can be separated by physical means; a pure substance always has the same composition.","https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter","L6 card.chemistry.006.c2; L7 card.chemistry.007.c1; L21 card.chemistry.021.c4; L41 card.chemistry.041.c4","L6 question.chemistry.006.q2; L21 question.chemistry.021.q3; L41 question.chemistry.041.q3; L74 question.chemistry.074.q3; L83 question.chemistry.083.q3","","","","","","corroborated","LibreTexts' separation lab says mixtures can be separated by physical methods; Britannica describes solutions as mixtures whose proportions can vary. (https://chem.libretexts.org/Courses/Fresno_City_College/Environmental_Chemistry_(CID_CHEM_106B)_Lab_Manual/04:_SEPARATION_OF_SAND_AND_SALT https://www.britannica.com/science/solution-chemistry)",""
"fact.chemistry.heterogeneous_examples","source.openstax_chem_phases","unverified","A heterogeneous mixture is not the same all the way through; chocolate chip cookies, granite and Italian salad dressing are examples.","https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter","L6 card.chemistry.006.c2; L41 card.chemistry.041.c4; L74 card.chemistry.074.c2; L83 card.chemistry.083.c1","L6 question.chemistry.006.q2; L21 question.chemistry.021.q3; L41 question.chemistry.041.q3; L74 question.chemistry.074.q3; L83 question.chemistry.083.q3","","","","","","corroborated","Intro chemistry texts give the same kind of examples (salad dressing, granite, trail mix) for heterogeneous mixtures. (https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry_(CK-12)/02:_Matter_and_Change/2.10:_Separating_Mixtures)","one-page"
"fact.chemistry.solution_homogeneous","source.openstax_chem_phases","unverified","A homogeneous mixture, the same all the way through, is called a solution; salt water, maple syrup, gasoline and air are examples.","https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter","L6 card.chemistry.006.c3; L6 card.chemistry.006.c4; L10 card.chemistry.010.c4","L6 question.chemistry.006.q1; L6 question.chemistry.006.q3; L10 question.chemistry.010.q4; L50 question.chemistry.050.q7; L61 question.chemistry.061.q3; L85 question.chemistry.085.q3; L100 question.chemistry.100.q10","","","","","","corroborated","Britannica defines a solution as a homogeneous mixture and gives salt water and air as examples, matching OpenStax. (https://www.britannica.com/science/solution-chemistry)",""
"fact.chemistry.solution_homogeneous","source.britannica_solution","unverified","A homogeneous mixture, the same all the way through, is called a solution; salt water, maple syrup, gasoline and air are examples.","https://www.britannica.com/science/solution-chemistry","L6 card.chemistry.006.c3; L6 card.chemistry.006.c4; L10 card.chemistry.010.c4","L6 question.chemistry.006.q1; L6 question.chemistry.006.q3; L10 question.chemistry.010.q4; L50 question.chemistry.050.q7; L61 question.chemistry.061.q3; L85 question.chemistry.085.q3; L100 question.chemistry.100.q10","","","","","","corroborated","Britannica defines a solution as a homogeneous mixture and gives salt water and air as examples, matching OpenStax. (https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter)",""
"fact.chemistry.solute_solvent","source.britannica_solution","unverified","In a solution, the substance that gets dissolved is the solute and the one doing the dissolving is usually called the solvent; you can add more solute only up to a limit, its solubility.","https://www.britannica.com/science/solution-chemistry","L6 card.chemistry.006.c3","L6 question.chemistry.006.q1; L50 question.chemistry.050.q7; L61 question.chemistry.061.q3; L85 question.chemistry.085.q3","","","","","","corroborated","Intro chemistry texts define the solute as the dissolved substance and the solvent as the dissolving medium, with a maximum amount set by solubility. (https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry_(CK-12)/02:_Matter_and_Change/2.10:_Separating_Mixtures https://openstax.org/books/chemistry-2e/pages/11-5-colloids)",""
"fact.chemistry.air_brass_solutions","source.britannica_solution","unverified","Solutions need not be liquid: air is a solution of mostly nitrogen and oxygen, and brass is a solid solution of copper and zinc.","https://www.britannica.com/science/solution-chemistry","L6 card.chemistry.006.c1; L6 card.chemistry.006.c4; L10 card.chemistry.010.c4; L37 card.chemistry.037.c4; L94 card.chemistry.094.c2","L6 question.chemistry.006.q3; L10 question.chemistry.010.q4; L100 question.chemistry.100.q10","","","","","","corroborated","OpenStax lists air as a homogeneous mixture; brass is standardly described as a copper-zinc alloy, a solid solution. (https://openstax.org/books/chemistry-2e/pages/1-2-phases-and-classification-of-matter https://en.wikipedia.org/wiki/Brass)",""
"fact.chemistry.separation_physical_methods","source.libretexts_sand_salt_lab","unverified","Mixtures can be separated by physical methods such as filtration, evaporation and distillation, which use differences in the parts' physical properties.","https://chem.libretexts.org/Courses/Fresno_City_College/Environmental_Chemistry_(CID_CHEM_106B)_Lab_Manual/04:_SEPARATION_OF_SAND_AND_SALT","L7 card.chemistry.007.c1; L95 card.chemistry.095.c3; L98 card.chemistry.098.c2","L95 question.chemistry.095.q3","","","","","","corroborated","Both LibreTexts pages describe filtration, evaporation and distillation as physical separations relying on differences such as particle size and boiling point. (https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry_(CK-12)/02:_Matter_and_Change/2.10:_Separating_Mixtures)",""
"fact.chemistry.separation_physical_methods","source.libretexts_separating_mixtures","unverified","Mixtures can be separated by physical methods such as filtration, evaporation and distillation, which use differences in the parts' physical properties.","https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry_(CK-12)/02:_Matter_and_Change/2.10:_Separating_Mixtures","L7 card.chemistry.007.c1; L95 card.chemistry.095.c3; L98 card.chemistry.098.c2","L95 question.chemistry.095.q3","","","","","","corroborated","Both LibreTexts pages describe filtration, evaporation and distillation as physical separations relying on differences such as particle size and boiling point. (https://chem.libretexts.org/Courses/Fresno_City_College/Environmental_Chemistry_(CID_CHEM_106B)_Lab_Manual/04:_SEPARATION_OF_SAND_AND_SALT)",""
"fact.chemistry.filtration_definition","source.britannica_filtration","unverified","Filtration removes solid particles from a liquid or gas using a filter that lets the fluid through but holds back the solids, as when brewing coffee.","https://www.britannica.com/science/filtration-chemistry","L7 card.chemistry.007.c2","L7 question.chemistry.007.q1; L7 question.chemistry.007.q2","","","","","","corroborated","LibreTexts describes filtration as capturing particles large enough to be held by a porous material, such as soil in a coffee filter. (https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry_(CK-12)/02:_Matter_and_Change/2.10:_Separating_Mixtures)","one-page"
